醫療院所,縣市,鄉鎮市區,地址,電話,TWD97X,TWD97Y
張牙醫診所,宜蘭縣,礁溪鄉,礁溪路4段181號,03-9888451,327850.101,2746400.628
張牙醫診所,嘉義市,東區,長榮街102號,05 2786736,194273.255,2598004.066
張牙醫診所,苗栗縣,頭份市,忠孝里10鄰中華路1040號,37665063,240919.059,2731143.804
張牙醫診所,南投縣,水里鄉,城中村太平街53號,49770143,234982.15,2634748.84
張牙醫診所,雲林縣,元長鄉,長南村中山路4-46號,05-7886189,179858.463,2615575.347
張世材中醫診所,屏東縣,佳冬鄉,石光村中山路150號,8.8665665,205006.74,2481687.87
張世明皮膚科診所,高雄市,前鎮區,一心二路159號2F,07-3388039,178823.08,2501525.73
張世屏診所,宜蘭縣,員山鄉,員山村員山路一段166號,03-9223909,323605.17,2737857.763
張世彥眼科診所,桃園市,桃園區,國鼎一街30號1樓,03-2204803,279061.27,2764450.49
張世澤牙醫診所,苗栗縣,苗栗市,中正路667號1樓,37353566,231707.358,2716545.684
張世澤眼科診所,新竹縣,竹東鎮,東寧路三段112號,03-5947358,258742.54,2736894.289
張世聰診所,臺中市,北屯區,陳平一街一三九號一樓,04 22983543,216084.985,2675692.253
張台蘭中醫診所,彰化縣,彰化市,民族路7號,04-7629068,202949.41,2662425.08
張右川診所,臺中市,北區,興進路211-2號1.2樓、211-3號1.2樓,04-22329988,218712.6526,2672277.955
張外科診所,桃園市,桃園區,民權路119號1樓,03 3322035,281205.49,2765251.34
張必正診所,新北市,三重區,重新路三段66號1樓,(02)89726657,299804.9024,2772636.606
張正國診所,高雄市,新興區,忠孝一路19號1樓,07-2161238,178763.364,2502632.883
張正興牙醫診所,臺中市,南屯區,南屯路二段一八六號一樓,04-24758466,214505.9598,2670191.397
張民傑診所,高雄市,橋頭區,橋頭里新興路95號,6118991,178870.866,2517725.304
張永享骨外科診所,高雄市,仁武區,仁雄路6-9號1-2F,07-3723602,183583.508,2509095.917
張永昌小兒科診所,臺南市,中西區,建國里新美街66之1號,06 2292360,168030.71,2543982.9
張玉麟診所,桃園市,蘆竹區,中正路108號1樓,03-2222095,279562.76,2770927.1
張皮膚科診所,桃園市,中壢區,元化路107號1樓,03 4273707,273044.39,2761211.5
張皮膚科診所,屏東縣,屏東市,重慶路29號,08 7330116,197021,2507948.36
張立生中醫診所,臺中市,北區,忠明路169號1樓,04-22080298,215888.782,2673064.707
張立言整形外科診所,臺中市,西屯區,市政北二路238號18樓之2、之3,04-22550055,213150.6973,2673189.285
張仲田中醫診所,臺中市,東勢區,豐勢路478號1樓,04-25773509,232586.8204,2683488.404
張仲岳診所,臺中市,西屯區,逢甲里西屯路二段272－14號,04-24519515,213869.8081,2674469.503
張仲達診所,苗栗縣,公館鄉,館東村6鄰大同路128號,37220357,232583.01,2710552.52
張如昌診所,桃園市,平鎮區,金陵路三段113號一樓,03-4571107,272995.88,2757782.19
張如輝眼科診所,臺南市,新營區,中營里大同路8-2號,06-6338196,180724.2,2578543.14
張安地小兒科診所,臺中市,北屯區,崇德十二路五九八號,24228100,218017.3749,2676175.533
張百欽家庭醫學科診所,嘉義市,西區,湖邊里博愛路一段203號,05 2339555,193388.56,2598509.125
張耳鼻喉科診所,桃園市,桃園區,桃鶯路319號,03 3672543,282243.02,2763861.19
張耳鼻喉科診所,桃園市,桃園區,桃鶯路319號,03 3672543,282243.02,2763861.19
張耳鼻喉科診所,彰化縣,溪湖鎮,彰水路三段379號,04 8855209,197076.441,2650884.515
張耳鼻喉科診所,苗栗縣,竹南鎮,竹南里17鄰博愛街123號,37460310,237410.177,2731090.825
張耳鼻喉科診所,屏東縣,潮州鎮,新生路33號,08-7882248,202470.73,2494314.91
張孝馨診所,新北市,土城區,立德路37號,02 27585441,296675.6777,2764531.567
張宏任皮膚科診所,臺南市,東區,中西里東寧路178號1-2樓,(06)2386682,170436.34,2543515.47
張宏興診所,臺中市,南屯區,黎明路二段四六○號一樓,04-22530378,213162.376,2670977.03
張廷堅中醫診所,高雄市,三民區,建工路780號1樓,07-3821579,179965.944,2505518.508
張廷祿中醫診所,高雄市,三民區,中和街213號1樓,07-3233336,176582.534,2504424.178
張志仁診所,臺南市,新營區,大宏里大同路6之6號1樓,06-6356220,180724.47,2578620.31
張志任牙醫診所,高雄市,岡山區,岡燕路55號1樓,07-6228666,177891.66,2521503.16
張志強中醫診所,臺中市,南屯區,大進街478號1樓,04-23200950,214597.0162,2671829.872
張志強眼科診所,宜蘭縣,宜蘭市,中山路三段72號,03-9333372,326113.043,2739049.539
張志遠中醫診所,新北市,蘆洲區,光華路63號1樓,02-82856737,297238.54,2775018.601
張志鵬泌尿科診所,彰化縣,彰化市,信義里中正路一段412號1樓,04-7200192,203538.73,2664263.95
張良松中醫診所,彰化縣,鹿港鎮,永安里復興路342號,0930 391158,192808.56,2661511.7
張辰光復健科診所,新竹市,東區,武陵路157號,03 5355150,246724.74,2745892.76
張邦珍內科診所,花蓮縣,花蓮市,中美路63之5號,03-8350933,313243,2653673.25
張佩穎牙醫診所,臺中市,北區,五權路253號1樓,04-22066697,217125.6944,2671761.677
張和興皮膚科診所,臺中市,沙鹿區,四平街151號1樓,04-26655026,205382.1221,2681310.082
張孟源內科診所,臺北市,中正區,中華路二段325號,223098600,301109.0924,2768935.716
張宗聖耳鼻喉科診所,臺中市,豐原區,中正路66號1樓,04-2520-0049 或 0952-963-637,221720.5262,2683049.515
張尚哲婦產科診所,臺北市,大安區,忠孝東路四段210號4Ｆ,227721222,305750.55,2770458.532
張明木眼科診所,臺南市,東區,崇信里東門路2段372號,06 2672941,170787.07,2542544.84
張明輝內科診所,新北市,板橋區,四川路一段81號,227358030,296403.6953,2766493.852
張松柏眼科診所,臺北市,士林區,忠誠路二段58號2樓,228357668,303495.1466,2778190.114
張松盛小兒科診所,臺南市,佳里區,忠仁里延平路225號,06-7234215,165868.27,2562169.62
張林牙醫診所,臺中市,豐原區,三民路二0九號,425280283,221242.4813,2683080.251
張治國診所,臺中市,沙鹿區,沙田路75－4號,04 26360202,205165.04,2680977.98
張育靖牙醫診所,高雄市,林園區,林園北路413號,6430207,187722.082,2490302.482
張育彰復健科診所,臺南市,東區,東光里怡東路171號1-2樓,06-2755572,170889.25,2543894.16
張育驍診所,臺北市,信義區,吳興街467巷2弄4號1樓、6號1樓、6號2樓、10號1樓、14號1樓、16號1樓,27296611,307488.6568,2768529.269
張芳杰內兒科診所,臺北市,松山區,民生東路五段138巷7號,227644400,306672.188,2772337.994
張青韻牙醫診所,高雄市,新興區,中東街141號,07 2228845,179619.639,2503782.908
張俊元診所,臺南市,東區,富強里裕農路388號,06 2371366,171129.51,2543094.48
張俊明外科婦科診所,新北市,板橋區,中正路251號1、2樓,02-2966-9697,304414.9408,2762936.798
張俊智診所,屏東縣,屏東市,永城里博愛路215號,08-7667010,196670.42,2508753.5
張威儀診所,臺中市,豐原區,中興路63號,04 25293058,221225.9935,2682534.167
張建中外科診所,臺東縣,臺東市,更生路65號,38347574,265272.17,2517500.89
張建昌牙醫診所,臺北市,萬華區,寶興街198號,223321597,300004.1696,2768437.012
張建智內科診所,新竹縣,竹北市,博愛街565號1樓,03-5530055,251171.108,2748131.044
張政良診所,花蓮縣,秀林鄉,景美村加灣181號,03-8269713,312366.212,2665699.18
張昱錦診所,新北市,新莊區,後港一路135號1樓,02 9932813,293347.8904,2768893.519
張炳雄診所,臺中市,大甲區,順天路226號,04 26874608,211912.3886,2693514.671
張美玉泌尿科診所,高雄市,小港區,宏平路71號1樓+夾層,07-8010772,184624.641,2496974.28
張若偉中醫診所,臺北市,大安區,忠孝東路三段305號10樓之3,27812718,304847.0591,2770527.145
張英俊診所,苗栗縣,苗栗市,中苗里1鄰中正路425號1樓,371455,231995.634,2717088.014
張英睿皮膚專科診所,新北市,板橋區,文化路1段118號(1、2、3樓),02-2250-6065,296930.3233,2767897.901
張茂雄診所,基隆市,仁愛區,忠一路1號1樓,(02)24248136,324764.978,2780421.864
張要仁耳鼻喉科診所,彰化縣,彰化市,民族路424號,04 7261469,203247.23,2663450.94
張倉銓診所,高雄市,三民區,大順二路183號,07 3808538,180769.536,2504902.93
張倩華中醫診所,高雄市,新興區,林森一路111號一樓,07-2618989,178480.98,2503294.4
張哲嘉內科小兒科診所,彰化縣,員林市,三民街72號,04-8328432,206349.08,2650468.92
張家強診所,臺中市,南屯區,黎明路二段490號1樓,04-22591683,212920.8616,2672028.161
張家瑜診所,屏東縣,萬丹鄉,社皮路三段228號,08-7070342,195577.64,2502121.04
張家禎中醫診所,彰化縣,員林市,大同路一段281號,04-8331673,207241.87,2650840
張家禎牙醫診所,臺中市,中區,中華路二段22號,04 22010889,217409.7274,2671381.834
張家慧牙醫診所,臺東縣,臺東市,中山路262號,89347219,265524.071,2517281.688
張容毓親子診所,彰化縣,鹿港鎮,永安里12鄰中正路441號及443號1樓,04-7779909,192851.85,2661791.02
張恩維牙醫診所,臺中市,豐原區,成功路14號,04-25151562,220794.5664,2681875.531
張振榕診所,新北市,新店區,中興路三段220巷1號1樓,02  29159186,304895.8446,2763981.989
張晉源耳鼻喉科診所,高雄市,鳳山區,文衡路451號1樓,07-7775450,182987.364,2504707.905
張晉榮耳鼻喉科,彰化縣,員林市,員水路二段578號,04 8320526,206828.39,2650285.3
張晉豪診所,臺北市,北投區,中央南路一段155號,2891-3820,300533.8205,2780222.159
張桐榮診所,高雄市,大寮區,鳳林三路573、575號,07-7825382,187774.168,2501039.171
張浩緯中醫診所,基隆市,中正區,義二路89號(1F),(02)24265333,325248.93,2780671.2
張海山診所,花蓮縣,花蓮市,中正路191號1樓,03-8353777,310948.97,2652036.07
張益從小兒科診所,臺中市,南屯區,南屯路二段121號,04-24758011,214626.2265,2670114.076
張益豪耳鼻喉專科診所,新竹市,東區,新莊里新莊街26號1樓,35678160,251589.32,2741936.23
張祐禎家庭醫學科診所,臺南市,南區,南華里中華南路2段72號,06 2920909,167330.23,2540325.26
張神經精神科診所,臺中市,中區,平等街44號,04 2203048,217487.4674,2670653.956
張純翠眼科診所,臺中市,西屯區,臺灣大道4段1340號1-2樓,04-24611919,210274.8293,2675523.678
張純龍中醫診所,臺北市,文山區,興隆路二段132號,29330227,305574.182,2766014.679
張素瑜婦產科診所,臺中市,北屯區,大連路二段226號,22420201,218381.174,2674488.933
張素瑜婦產科診所,臺中市,北屯區,大連路二段226號,22420201,218381.174,2674488.933
張耿章診所,嘉義市,西區,新建街2、4號1樓,05-2851285,192672.89,2596246.058
張耿源診所,嘉義市,東區,光華路80號,05 2279969,194119.555,2597341.289
張耿榮牙醫診所,嘉義市,東區,中央里光華路85號,05 2226829,194088.91,2597341.405
張虔熙小兒科診所,臺北市,士林區,中山北路六段282號,02-28361368,303008.6972,2778074.101
張偉哲眼科診所,新北市,中和區,圓通路三七號一.二樓,02 2470600,300576.0973,2765614.584
張偉煌診所,臺中市,后里區,三豐路三段1070號1樓,04 25580008,221810.2621,2689109.214
張參雄診所,臺北市,北投區,光明路166號(1、2層)、166-1號(1、2、3層)、166-2號(2、3層),02-28926555,300686.6822,2780834.342
張國治耳鼻喉科診所,南投縣,草屯鎮,中山街275號,049-362665,217748.64,2652824.49
張國珍小兒科診所,新竹縣,竹東鎮,北興路二段99號,03-5111352,259376.281,2736916.041
張國華整形外科診所,臺北市,松山區,南京東路五段34號2樓,227565488,306437.1847,2771577.667
張國榮身心診所,臺北市,士林區,德行東路179號(1樓),02-28382222,303561.8355,2777934.392
張國樑診所,新北市,土城區,學府路1段72號1樓,22739989,296098.328,2764558.412
張國諒耳鼻喉科診所,嘉義縣,朴子市,開元路152號,05 3700651,172833.07,2596229
張國麟耳鼻喉科診所,臺北市,大安區,和平東路三段一四七號一樓,27338386,305781.5883,2768638.106
張培鑫小兒科診所,桃園市,中壢區,興農路80號1樓,03-4635351,275939.59,2762843.05
張基亮皮膚科診所,臺中市,北屯區,綏遠路二段181號1樓,04-22430222,217647.8563,2674278.454
張婦產科診所,新北市,永和區,中正路123號1、2樓,02 29426229  29244719,302065.4798,2765634.415
張啟杉皮膚科診所,彰化縣,彰化市,三民路二六八號,04─7283807；04─7321199,203625.27,2664570.47
張涵郁診所,臺北市,大安區,光復南路416號1樓、412號2樓,02-27047688,306246.2872,2769946.527
張清雲內科家醫科診所,高雄市,苓雅區,成功一路155號2樓,07-3314071,177713.79,2501917.92
張清源耳鼻喉科診所,臺中市,豐原區,三民路96號,04 25275240,221615.2151,2683151.203
張眼科診所,臺中市,北屯區,昌平路一段一一三之三號一樓,04 22423670,218522.2235,2674448.294
張眼科診所,桃園市,桃園區,中正路608號1、2樓,03 3367192,280773.47,2766327.21
張眼科診所,嘉義縣,民雄鄉,西安村西安路42-1號,912750408,191416.75,2606104.09
張眼科診所,新北市,蘆洲區,中華街63號2樓、67號2樓、69號2樓之2,02-82825563,296639.3481,2774800.019
張眼科診所,花蓮縣,花蓮市,博愛街174－1號,03-8350085,311586.26,2652830.41
張眼科診所,彰化縣,彰化市,中正路一段335號,04 7245578,203728.42,2664288.17
張紹演診所,新竹縣,新埔鎮,福德街399號1樓,03-5882198,257670.84,2746493.7
張凱智中醫診所,臺中市,潭子區,勝利路370號1樓,04-25310176,219603.6008,2678853.516
張勝柏牙醫診所,彰化縣,員林市,和平東街72號,48337434,206756.79,2650906.51
張勝裕耳鼻喉科診所,彰化縣,員林市,育英路九六之二號,04-8321164,206691.61,2650842.67
張博堯診所,新北市,新莊區,中榮街116號1樓,29986665,295080.7619,2771706.539
張博揚小兒科診所,新北市,板橋區,仁化街85號1樓,02-22583867,298050.477,2769410.052
張富全診所,臺南市,中西區,民生里永華路一段198號,06-2220516,167116.78,2543223.03
張復健科診所,新竹縣,新豐鄉,文林街98號,03-5573567,249149.145,2751587.329
張惠琴中醫診所,臺北市,大安區,忠孝東路4段60號2樓之2、2樓之3,02-27752555,305031.9855,2770471.173
張惠滿眼科診所,臺中市,西區,五廊街71號,04 3731231,216354.6779,2670585.11
張景仁診所,彰化縣,社頭鄉,社斗路一段二七九號,04-8725879,207869.712,2643681.873
張景仁診所,彰化縣,社頭鄉,社斗路一段二七九號,04-8725879,207869.712,2643681.873
張智郁婦產科診所,臺北市,北投區,石牌路二段三三二之二號一樓,228740401,302887.4249,2779440.481
張智誠診所,臺中市,南屯區,寶山東一街5號1樓,04-2382-1622,211064.1073,2671865.742
張朝金家庭醫學科外科診所,高雄市,前鎮區,瑞隆路631號,07 7119401,180634.981,2500679.813
張朝欽牙醫診所,臺中市,太平區,中平路一二四號,04 22751096,221345.81,2669250.56
張森仁牙醫診所,高雄市,楠梓區,德賢路237號1樓,07 3633729,178621.46,2514144.53
張森榮診所,嘉義市,東區,延平街102號,05 2275086,194456.352,2597260.275
張森豪牙醫診所,雲林縣,斗六市,府東街29號1樓,05-5330119,201873.435,2621887.89
張欽堯小兒科診所,新北市,三重區,集成路35號1樓,02-2972-0065,299352.5444,2771681.931
張渝醫師診所,臺北市,大安區,基隆路二段270號1Ｆ,227321318,305483.5424,2768342.057
張登富牙醫診所,宜蘭縣,宜蘭市,復興里健康路二段36號,03-9355435,326046.172,2737933.643
張菊元中醫診所,新竹市,北區,光華里湳雅街136號,03-5310022,247309.62,2745844.87
