綠化單元代碼,設置年度,縣市,綠化單元名稱,基地地址,緯度,經度,緯度,經度,TWD97X,TWD97Y,基地面積(公頃),基地長度(公里),基地長度換算面積(公頃),補助單位,基地類型,基地類型(校正),維運單位類型,列管狀態,管理單位,地址,聯絡人,聯絡電話,認養單位,認養期限,迄今認養年度,喬木總數量(株),本年度之建議樹種增植數量(株),年度,獎項名稱,,
apr-811,93,高雄市,高雄女中,-,178145,2502288,22.6192,120.3010,178143.23,2502285.62,0.052,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立高雄女子高級中學,高雄市前金區五福三路122號,事務組長陳昱穎,07-2115418,-,-,-,-,-,-,-,,
apr-812,93,高雄市,中山國中,-,183817,2496439,22.5666,120.3564,183813.35,2496435.44,0.093,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市立中山國民中學,高雄市小港區漢民路352號,鍾主任,07-8021765,第一伸銅科技股份有限公司臨海廠,111年7月31日-  115年7月30日,連續4年,-,-,-,-,,
apr-813,93,高雄市,佛公國小,-,180953,2496954,22.5712,120.3286,180956.65,2496957.40,0.294,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市前鎮區佛公國民小學,高雄市前鎮區后平路135號,總務主任,07-8229801,-,-,-,-,-,-,-,,
apr-814,93,高雄市,興仁國中,-,180282,2498453,22.5847,120.3220,180284.71,2498455.35,0.072,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立興仁國民中學,高雄市前鎮區德昌路345號,總務主任,07-8218110,李長榮化學工業股份有限公司高雄碼頭儲運站,108年9月22日-  112年9月21日,連續4年,-,-,-,-,,
apr-815,93,高雄市,鳳鳴國小,-,183906,2490727,22.5151,120.3575,183901.96,2490732.28,0.062,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市小港區鳳鳴國民小學,高雄市小港區鳳鳴路191號,總務主任黃麗玲,07-8714561-130,環球橡膠股份有限公司小港廠             ,109年8月13日-  115年8月12日,連續7年,-,-,-,-,,
apr-816,93,高雄市,建國國小,-,178692,2503562,22.6308,120.3063,178694.06,2503567.58,0.034,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市前金區建國國民小學,高雄市前金區自立二路111號,陳淑華總務主任,07-2860128,-,-,-,-,-,-,-,,
apr-817,93,高雄市,鼓岩國小,-,176297,2504612,22.6401,120.2829,176293.63,2504608.80,0.027,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鼓山區鼓岩國民小學,高雄市鼓山區河邊街155號,總務主任歐陽志文,07-5515513,-,-,-,-,-,-,-,,
apr-818,93,高雄市,東光國小,-,182093,2505518,22.6486,120.3393,182095.02,2505523.20,0.052,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市三民區東光國民小學,高雄市三民區黃興路206號,李宗憲總務主任,07-3839350,-,-,-,-,-,-,-,,
apr-819,93,高雄市,獅湖國小,-,180366,2508196,22.6727,120.3224,180370.18,2508199.70,0.142,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市三民區獅湖國民小學,高雄市三民區鼎金後路495號,總務主任,07-3424782,-,-,-,-,-,-,-,,
apr-820,93,高雄市,莊敬國小,-,180541,2506308,22.6556,120.3241,180536.27,2506305.35,0.015,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市三民區莊敬國民小學,高雄市三民區大昌一路200號,曹家綺事務組長,07-3813210,-,-,-,-,-,-,-,,
apr-821,93,高雄市,文府國小,-,180459,2510086,22.6897,120.3232,180460.97,2510081.80,0.160,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市左營區文府國民小學,高雄市左營區文府路399號,事務組長莊中進,07-3482070,-,-,-,-,-,-,-,,
apr-822,93,高雄市,右昌國小,-,178098,2512563,22.7120,120.3001,178099.08,2512562.18,0.116,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市楠梓區右昌國民小學,高雄市楠梓區加昌路910號,總務主任,07-3612368,中國石油化學工業開發股份有限公司大社廠 、高雄興亞股份有限公司,109年9月29日- 114年9月28日                   114年7月11日- 114年7月10日,連續4年   114年新增認養,-,-,-,-,,
apr-823,93,高雄市,左營國小,-,178213,2509983,22.6887,120.3013,178210.22,2509981.48,0.087,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市左營區左營國民小學,高雄市左營區實踐路42號,曾士雄總務主任,07-5820042,-,-,-,-,-,-,-,,
apr-824,93,高雄市,楠梓國中,-,180872,2515137,22.7354,120.3270,180874.37,2515140.58,0.130,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立楠梓國民中學,高雄市楠梓區楠梓路336號,總務主任陳梵禮,07-3517191-32,-,-,-,-,-,-,-,,
apr-825,93,高雄市,新興國小,-,179380,2502952,22.6253,120.3130,179379.98,2502955.35,0.015,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市新興區新興國民小學,高雄市新興區民生一路321號,組長邱?慧,07-2412119,-,-,-,-,-,-,-,,
apr-826,93,高雄市,中洲國小,-,177486,2497658,22.5774,120.2948,177483.95,2497659.97,0.055,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市旗津區中洲國民小學,高雄市旗津區旗津二路275號,總務主任,07-5712225,-,-,-,-,-,-,-,,
apr-827,94,高雄市,高雄女中,-,178145,2502288,22.6192,120.3010,178143.23,2502285.62,0.045,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立高雄女子高級中學,高雄市前金區五福三路122號,事務組長陳昱穎,07-2115418,-,-,-,-,-,-,-,,
apr-828,94,高雄市,中山國中,-,183817,2496439,22.5666,120.3564,183813.35,2496435.44,0.143,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市立中山國民中學,高雄市小港區漢民路352號,鍾主任,07-8021765,第一伸銅科技股份有限公司臨海廠,111年7月31日-  115年7月30日,連續4年,-,-,-,-,,
apr-829,94,高雄市,小港國中,-,181927,2496458,22.5667,120.3381,181931.40,2496454.74,0.268,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立小港國民中學,高雄市小港區平和南路185號,總務主任陳珮珊, 07-8215929-350,李長榮科技股份有限公司銅箔廠,111年9月27日-  113年9月26日,連續2年,-,-,-,-,,
apr-830,94,高雄市,後勁國小,-,180341,2513426,22.7199,120.3219,180342.67,2513426.58,1.050,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市楠梓區後勁國民小學,高雄市楠梓區加昌路216號,總務主任洪志騰,07-3626342#731,日月光半導體製造股份有限公司,113年7月12日-  115年7月11日,連續2年,-,-,-,-,,
apr-831,94,高雄市,獅湖國小,-,180366,2508196,22.6727,120.3224,180370.18,2508199.70,0.111,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市三民區獅湖國民小學,高雄市三民區鼎金後路495號,總務主任,07-3424782,-,-,-,-,-,-,-,,
apr-832,94,高雄市,永清國小,-,177715,2508136,22.6720,120.2966,177718.53,2508134.50,0.107,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市左營區永清國民小學,高雄市左營區左營大路2-2號,教務處黃淑貞,5822830,-,-,-,-,-,-,-,,
apr-833,94,高雄市,明義國小,-,184925,2498318,22.5836,120.3671,184921.74,2498313.17,0.094,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市小港區明義國民小學,高雄市小港區明義街77號,總務主任,07-7917035-310,李長榮化學工業股份有限公司高雄廠,111年6月21日-  115年6月20日,連續4年,-,-,-,-,,
apr-834,94,高雄市,凱旋國小,-,180947,2503994,22.6347,120.3282,180947.20,2503989.12,0.075,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市苓雅區凱旋國民小學,高雄市苓雅區憲政路235號,總務主任楊嘉淵,07-2235181#821,-,-,-,-,-,-,-,,
apr-835,94,高雄市,東光國小,-,182093,2505518,22.6486,120.3393,182095.02,2505523.20,0.084,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市三民區東光國民小學,高雄市三民區黃興路206號,李宗憲總務主任,07-3839350,-,-,-,-,-,-,-,,
apr-836,94,高雄市,坪頂國小,-,187464,2495845,22.5614,120.3919,187461.86,2495844.33,0.171,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市小港區坪頂國民小學,高雄市小港區大平路2號,總務主任黃明榮,07-8911410-831,-,-,-,-,-,-,-,,
apr-837,94,高雄市,河濱國小,-,176787,2503934,22.6340,120.2877,176783.78,2503930.96,0.059,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市三民區河濱國民小學,高雄市三民區市中一路339號,總務主任,07-2211408,-,-,-,-,-,-,-,,
apr-838,94,高雄市,佛公國小,-,180953,2496954,22.5712,120.3286,180956.65,2496957.40,0.063,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市前鎮區佛公國民小學,高雄市前鎮區后平路135號,總務主任,07-8229801,-,-,-,-,-,-,-,,
apr-839,94,高雄市,新上國小,-,180003,2506215,22.6548,120.3189,180001.43,2506219.20,0.444,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市左營區新上國民小學,高雄市左營區大順一路100號,總務主任,07-5565940,-,-,-,-,-,-,-,,
apr-840,94,高雄市,成功國小,-,178562,2501494,22.6121,120.3051,178561.05,2501497.44,0.120,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市苓雅區成功國民小學,高雄市苓雅區華新街59號,羅永和總務主任,07-3341882,-,-,-,-,-,-,-,,
apr-841,94,高雄市,七賢國小,-,179585,2503724,22.6323,120.3150,179589.14,2503729.54,0.212,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市新興區七賢國民小學,高雄市新興區七賢一路393號,總務主任,07-2351150,-,-,-,-,-,-,-,,
apr-842,94,高雄市,光榮國小,-,176697,2502802,22.6238,120.2869,176696.14,2502801.86,0.244,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鹽埕區光榮國民小學,高雄市鹽埕區大智路150號,沈仲輔總務主任,07-5514549,-,-,-,-,-,-,-,,
apr-843,94,高雄市,正興國小,-,180823,2505251,22.6461,120.3269,180819.28,2505252.08,0.150,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市三民區正興國民小學,高雄市三民區大豐二路20號,黃雅惠,07-3845206,-,-,-,-,-,-,-,,
apr-844,94,高雄市,小港國小,-,181706,2495878,22.5615,120.3359,181702.59,2495879.94,0.075,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市小港區小港國民小學,高雄市小港區平和路1號,總務主任,07-8215923,東哥企業股份有限公司,111年9月20日-  115年9月19日,連續4年,-,-,-,-,,
apr-845,94,高雄市,壽山國小,-,176001,2503800,22.6328,120.2801,176001.92,2503801.83,0.055,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鼓山區壽山國民小學,高雄市鼓山區鼓山二路37巷38弄24號,總務主任陳居春,07-5514393-310,-,-,-,-,-,-,-,,
apr-846,94,高雄市,鳳鳴國小,-,183906,2490727,22.5151,120.3575,183901.96,2490732.28,0.040,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市小港區鳳鳴國民小學,高雄市小港區鳳鳴路191號,黃麗玲主任,07-8714561-130,環球橡膠股份有限公司小港廠,109年8月13日-  115年8月12日,連續7年,-,-,-,-,,
apr-847,95,高雄市,鳳陽國小(95裸露地計畫執行),-,186039,2495607,22.5592,120.3781,186041.59,2495606.57,0.246,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市小港區鳳陽國民小學,高雄市小港區鳳陽街2號,總務主任,07-8010865,協勝發鋼鐵廠股份有限公司,109年8月7日-  115年8月4日,連續5年,-,-,-,-,,
apr-848,95,高雄市,七賢國小,-,179585,2503724,22.6323,120.3150,179589.14,2503729.54,0.020,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市新興區七賢國民小學,高雄市新興區七賢一路393號,總務主任,07-2351150,-,-,-,-,-,-,-,,
apr-849,95,高雄市,凱旋國小,-,180947,2503994,22.6347,120.3282,180947.20,2503989.12,0.270,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市苓雅區凱旋國民小學,高雄市苓雅區憲政路235號,總務主任楊嘉淵,07-2235181#821,-,-,-,-,-,-,-,,
apr-850,95,高雄市,獅湖國小,-,180366,2508196,22.6727,120.3224,180370.18,2508199.70,0.040,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市三民區獅湖國民小學,高雄市三民區鼎金後路495號,總務主任,07-3424782,-,-,-,-,-,-,-,,
apr-851,95,高雄市,東光國小,-,182093,2505518,22.6486,120.3393,182095.02,2505523.20,0.084,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市三民區東光國民小學,高雄市三民區黃興路206號,李宗憲總務主任,07-3839350,-,-,-,-,-,-,-,,
apr-852,95,高雄市,光榮國小,-,176697,2502802,22.6238,120.2869,176696.14,2502801.86,0.155,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鹽埕區光榮國民小學,高雄市鹽埕區大智路150號,沈仲輔總務主任,07-5514549,-,-,-,-,-,-,-,,
apr-853,95,高雄市,鼓岩國小,-,176297,2504612,22.6401,120.2829,176293.63,2504608.80,0.044,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鼓山區鼓岩國民小學,高雄市鼓山區河邊街155號,總務主任歐陽志文,07-5515513,-,-,-,-,-,-,-,,
apr-854,95,高雄市,新莊國小,-,179781,2507615,22.6674,120.3167,179781.74,2507615.49,0.154,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市左營區新莊國民小學,高雄市左營區自由三路1號,總務主任,07-3411373-131,-,-,-,-,-,-,-,,
apr-855,95,高雄市,新上國小,-,180003,2506215,22.6548,120.3189,180001.43,2506219.20,0.495,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市左營區新上國民小學,高雄市左營區大順一路100號,總務主任,07-5565940,-,-,-,-,-,-,-,,
apr-856,95,高雄市,青山國小,-,185115,2496943,22.5712,120.3690,185111.30,2496939.27,0.091,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市小港區青山國民小學,高雄市小港區飛機路153號,總務主任, 07-8024872,中鋼碳素股份公司,108年9月1日-  115年8月31日,連續6年,-,-,-,-,,
apr-857,95,高雄市,小港國小,-,181706,2495878,22.5615,120.3359,181702.59,2495879.94,0.098,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市小港區小港國民小學,高雄市小港區平和路1號,總務主任,07-8215923,東哥企業股份有限公司,111年9月20日-  115年9月19日,連續4年,-,-,-,-,,
apr-858,95,高雄市,太平國小,-,185344,2497021,22.5719,120.3713,185348.16,2497015.79,0.055,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市小港區太平國民小學,高雄市小港區營口路1號,沈主任,07-8019006-310,利百特國際儲運股份有限公司,112年8月29日-  113年8月28日,連續1年,-,-,-,-,,
apr-859,95,高雄市,坪頂國小,-,187464,2495845,22.5614,120.3919,187461.86,2495844.33,0.310,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市小港區坪頂國民小學,高雄市小港區大平路2號,總務主任黃明榮,07-8911410-831,-,-,-,-,-,-,-,,
apr-860,95,高雄市,二苓國小,-,184317,2495919,22.5620,120.3613,184315.09,2495923.91,0.061,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市小港區二苓國民小學,高雄市小港區立群路6號,總務主任徐庭皓, 07-8016837,東哥企業股份有限公司、   第一伸銅科技股份有限公司臨海廠,109年7月31日-  115年9月1日                                 110年8月1日-  115年7月31日,連續5年、連續4年,-,-,-,-,,
apr-861,95,高雄市,港和國小,-,182701,2496388,22.5661,120.3456,182702.42,2496384.90,0.240,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市小港區港和國民小學,高雄市小港區平和南路300號,總務主任,07-8131506 ,永記造漆工業股份有限公司,112年9月14日-  114年9月13日,連續2年,-,-,-,-,,
apr-862,95,高雄市,明義國小,-,184932,2498211,22.5827,120.3672,184931.60,2498213.47,0.050,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市小港區明義國民小學,高雄市小港區明義街77號,總務主任,07-7917035-310,李長榮化學工業股份有限公司高雄廠,111年6月21日-  115年6月20日,連續4年,-,-,-,-,,
apr-863,95,高雄市,陽明國中,-,182214,2504912,22.6431,120.3405,182215.65,2504913.62,0.350,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立陽明國民中學,高雄市三民區義華路166號,總務主任,07-3892919,-,-,-,-,-,-,-,,
apr-864,95,高雄市,英明國中,-,181426,2501684,22.6139,120.3330,181430.29,2501683.65,0.150,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立英明國民中學,高雄市苓雅區英明路147號,事務組長陳尚宏,07-7150949-33,-,-,-,-,-,-,-,,
apr-865,95,高雄市,光華國小,-,180938,2501657,22.6136,120.3282,180936.66,2501652.65,0.046,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市前鎮區光華國民小學,高雄市前鎮區廣西路57號,總務主任蔡致文,07-7222846,-,-,-,-,-,-,-,,
